chr   start   end   SDblocksIndexes
Gor4_Chr19  13271874  13286812 :  377  
Gor4_Chr19  13287730  13332883 :  378  
Gor4_Chr19  13333810  13378811 :  379  
Gor4_Chr19  13483890  13507291 :  380  
Gor4_Chr19  13539210  13556379 :  381  
Gor4_Chr19  13588902  13595054 :  382  
Gor4_Chr19  13610460  13612750 :  -1248  
Gor4_Chr19  13636988  13643404 :  383  
Gor4_Chr19  13643457  13706111 :  384  
Gor4_Chr19  13718164  13777291 :  385  
Gor4_Chr19  13781885  13801464 :  386  387  
Gor4_Chr19  13801690  13807797 :  388  
Gor4_Chr19  13834500  13837487 :  389  
Gor4_Chr19  13861912  13871950 :  390  
Gor4_Chr19  13873295  13881912 :  391  
Gor4_Chr19  13882734  13890811 :  392  
Gor4_Chr19  13890913  13968325 :  393  394  395  
Gor4_Chr19  13971859  13979592 :  396  
Gor4_Chr19  13991003  13994007 :  397  
Gor4_Chr19  14018988  14022658 :  398  
Gor4_Chr19  14068429  14091654 :  399  
Gor4_Chr19  14153124  14161838 :  400  
Gor4_Chr19  14265054  14268258 :  401  
Gor4_Chr19  14268978  14290240 :  402  
Gor4_Chr19  14290687  14308687 :  403  404  405  
Gor4_Chr19  14347935  14366256 :  406  
Gor4_Chr19  14368974  14377933 :  407  
Gor4_Chr19  14378776  14385498 :  408  
Gor4_Chr19  14436269  14445329 :  409  
Gor4_Chr19  14447220  14462445 :  410  
Gor4_Chr19  14477021  14508310 :  411  
Gor4_Chr19  14512835  14519977 :  412  
Gor4_Chr19  14520414  14531183 :  413  
Gor4_Chr19  14531285  14540746 :  414  
Gor4_Chr19  14580548  14632221 :  415  
Gor4_Chr19  14632589  14670027 :  416  
Gor4_Chr19  14671419  14718820 :  417  
Gor4_Chr19  14738061  14764344 :  418  
Gor4_Chr19  14771341  14817073 :  419  
Gor4_Chr19  14836236  14866178 :  420  
Gor4_Chr19  14877307  14895293 :  421  
Gor4_Chr19  14896430  14980190 :  422  
Gor4_Chr19  14980645  15003089 :  423  
Gor4_Chr19  15035909  15085293 :  424  
Gor4_Chr19  15085393  15112782 :  425  
Gor4_Chr19  15113244  15127683 :  426  
Gor4_Chr19  15130675  15140157 :  427  
Gor4_Chr19  15196280  15264361 :  428  
Gor4_Chr19  15267798  15270634 :  429  
Gor4_Chr19  15271175  15295213 :  430  
Gor4_Chr19  15295746  15298832 :  431  
Gor4_Chr19  15308596  15371604 :  432  433  434  
Gor4_Chr19  15376183  15411302 :  435  
Gor4_Chr19  15437257  15450269 :  436  
Gor4_Chr19  15464765  15471657 :  437  
Gor4_Chr19  15472019  15486043 :  438  
Gor4_Chr19  15487996  15515227 :  439  440  441  442  
Gor4_Chr19  15523758  15546674 :  443  
Gor4_Chr19  15547948  15572958 :  444  
Gor4_Chr19  15574213  15589064 :  445  
Gor4_Chr19  15595380  15603497 :  446  
Gor4_Chr19  15614271  15675940 :  447  
Gor4_Chr19  15679311  15687085 :  448  
Gor4_Chr19  15700201  15742456 :  449  
Gor4_Chr19  15747255  15758036 :  450  451  
Gor4_Chr19  15758046  15818098 :  452  
Gor4_Chr19  15818100  15835932 :  453  
Gor4_Chr19  15878997  15922610 :  454  
Gor4_Chr19  15922710  15978789 :  455  
Gor4_Chr19  15979985  16035027 :  456  
Gor4_Chr19  16078615  16089988 :  457  
Gor4_Chr19  16126542  16130649 :  458  
Gor4_Chr19  16141118  16220115 :  459  460  
Gor4_Chr19  16241150  16264853 :  461  
Gor4_Chr19  16265479  16285788 :  462  
Gor4_Chr19  16362020  16447347 :  463  
Gor4_Chr19  16458865  16480522 :  464  
Gor4_Chr19  16489335  16490862 :  465  
Gor4_Chr19  16557582  16558902 :  466  
Gor4_Chr19  16560599  16569725 :  467  
Gor4_Chr19  16597496  16693896 :  468  
Gor4_Chr19  16710682  16712223 :  -1110  
Gor4_Chr19  16714385  16726926 :  469  
Gor4_Chr19  16728265  16781262 :  470  471  
Gor4_Chr19  16799041  16836778 :  472  
Gor4_Chr19  16861904  16927198 :  473  474  475  
Gor4_Chr19  16929653  16950635 :  476  
Gor4_Chr19  16962912  16975480 :  477  
Gor4_Chr19  16976881  17002958 :  478  
Gor4_Chr19  17006057  17007315 :  479  
Gor4_Chr19  17024976  17045030 :  480  
Gor4_Chr19  17054140  17057932 :  481  
Gor4_Chr19  17058088  17064434 :  482  
Gor4_Chr19  17064489  17067896 :  483  
Gor4_Chr19  17087771  17090168 :  484  
Gor4_Chr19  17157542  17163676 :  485  
Gor4_Chr19  17164032  17167986 :  486  
Gor4_Chr19  17184297  17209949 :  487  
Gor4_Chr19  17215142  17221586 :  488  
Gor4_Chr19  17225109  17233642 :  489  
Gor4_Chr19  17250147  17264276 :  490  
Gor4_Chr19  17266358  17282102 :  491  
Gor4_Chr19  17282997  17288362 :  492  
Gor4_Chr19  17293618  17298520 :  493  
Gor4_Chr19  17362859  17380990 :  494  
Gor4_Chr19  17382779  17392358 :  495  
Gor4_Chr19  17392539  17404571 :  496  
Gor4_Chr19  17406148  17409536 :  497  
Gor4_Chr19  17410857  17419625 :  498  
Gor4_Chr19  17422174  17441654 :  499  
Gor4_Chr19  17443315  17453966 :  500  
Gor4_Chr19  17494745  17506814 :  501  502  
Gor4_Chr19  17509092  17547211 :  503  
Gor4_Chr19  17555178  17556684 :  504  
Gor4_Chr19  17566266  17587485 :  505  
Gor4_Chr19  17594704  17640836 :  506  
Gor4_Chr19  17774322  17796311 :  507  
Gor4_Chr19  17796849  17803798 :  508  
Gor4_Chr19  17805733  17815478 :  509  
Gor4_Chr19  17815688  17827759 :  510  
Gor4_Chr19  17829997  17851094 :  511  
Gor4_Chr19  17893530  17902614 :  512  
Gor4_Chr19  17903723  17915915 :  513  
Gor4_Chr19  17916721  17968722 :  514  515  
Gor4_Chr19  18007854  18021858 :  516  
Gor4_Chr19  18023569  18025406 :  517  
Gor4_Chr19  18052052  18067524 :  518  
Gor4_Chr19  18068483  18134165 :  519  
Gor4_Chr19  18142844  18143864 :  520  
Gor4_Chr19  18165558  18315658 :  521  
Gor4_Chr19  18318688  18384598 :  522  
Gor4_Chr19  18385117  18405989 :  523  
Gor4_Chr19  18406523  18408018 :  524  
Gor4_Chr19  18418744  18422610 :  525  
Gor4_Chr19  18426489  18430470 :  526  
Gor4_Chr19  18450198  18470154 :  527  
Gor4_Chr19  18471896  18475782 :  528  
Gor4_Chr19  18476024  18482836 :  529  
Gor4_Chr19  18484261  18493159 :  530  
Gor4_Chr19  18497106  18498400 :  531  
Gor4_Chr19  18499164  18504445 :  532  
Gor4_Chr19  18526650  18534274 :  533  
Gor4_Chr19  18534792  18547410 :  534  
Gor4_Chr19  18554368  18622981 :  535  536  537  538  
Gor4_Chr19  18647499  18672455 :  539  
Gor4_Chr19  18673678  18690489 :  540  
Gor4_Chr19  18697918  18724611 :  541  542  543  
Gor4_Chr19  18730059  18733501 :  544  
Gor4_Chr19  18746935  18748927 :  545  
Gor4_Chr19  18766715  18784113 :  546  
Gor4_Chr19  18790820  18801655 :  547  
Gor4_Chr19  18801954  18810510 :  548  
Gor4_Chr19  18811047  18868604 :  549  
Gor4_Chr19  18868997  18894870 :  550  
Gor4_Chr19  18895324  18974459 :  551  552  
Gor4_Chr19  19012476  19020500 :  553  
Gor4_Chr19  19057733  19062648 :  554  
Gor4_Chr19  19063303  19072995 :  555  
Gor4_Chr19  19073365  19116744 :  556  
Gor4_Chr19  19117509  19226735 :  557  558  559  560  561  
Gor4_Chr19  19245981  19269189 :  562  
Gor4_Chr19  19269717  19283285 :  563  
Gor4_Chr19  19284139  19377036 :  564  
Gor4_Chr19  19383467  19437385 :  565  566  
Gor4_Chr19  19452356  19462838 :  567  
Gor4_Chr19  19464036  19528369 :  568  
Gor4_Chr19  19530847  19551591 :  569  
Gor4_Chr19  19565293  19585178 :  570  
Gor4_Chr19  19588064  19619310 :  571  572  
Gor4_Chr19  19619587  19652785 :  573  574  575  576  
Gor4_Chr19  19660999  19667027 :  577  
Gor4_Chr19  19674910  19677417 :  578  
Gor4_Chr19  19677873  19713689 :  579  
Gor4_Chr19  19719049  19725920 :  580  
Gor4_Chr19  19744527  19777125 :  581  
Gor4_Chr19  19787470  19793729 :  582  
Gor4_Chr19  19819231  19852561 :  583  584  
Gor4_Chr19  19854450  19865789 :  585  
Gor4_Chr19  19868991  19912603 :  586  
Gor4_Chr19  19913189  19916702 :  587  
Gor4_Chr19  19917932  19925685 :  588  
Gor4_Chr19  19938452  19945437 :  589  
Gor4_Chr19  19975818  20013127 :  590  
Gor4_Chr19  20058272  20062254 :  591  
Gor4_Chr19  20068273  20084365 :  592  
Gor4_Chr19  20104986  20116816 :  593  
Gor4_Chr19  20117066  20136670 :  594  
Gor4_Chr19  20142650  20148022 :  595  
Gor4_Chr19  20164827  20178241 :  596  
Gor4_Chr19  20220973  20233736 :  597  
Gor4_Chr19  20237524  20276562 :  598  
Gor4_Chr19  20299319  20303889 :  599  600  
Gor4_Chr19  20304340  20306076 :  600  601  
Gor4_Chr19  20310234  20351094 :  602  
Gor4_Chr19  20364061  20382276 :  603  
Gor4_Chr19  20395729  20418532 :  604  
Gor4_Chr19  20423103  20426664 :  605  
Gor4_Chr19  20437216  20462851 :  606  
Gor4_Chr19  20479969  20483135 :  607  
Gor4_Chr19  20487365  20519341 :  608  
Gor4_Chr19  20529312  20532053 :  609  
Gor4_Chr19  20533596  20547989 :  610  
Gor4_Chr19  20549663  20551248 :  611  
Gor4_Chr19  20565913  20575740 :  612  
Gor4_Chr19  20576241  20606488 :  613  
Gor4_Chr19  20609258  20621279 :  614  
Gor4_Chr19  20625914  20636886 :  615  616  
Gor4_Chr19  20637555  20648548 :  617  
Gor4_Chr19  20656721  20664944 :  618  
Gor4_Chr19  20666029  20667552 :  619  
Gor4_Chr19  20668847  20686558 :  620  
Gor4_Chr19  20713368  20718575 :  621  
Gor4_Chr19  20769838  20786493 :  622  
Gor4_Chr19  20796647  20798950 :  623  
Gor4_Chr19  20805858  20846946 :  624  625  
Gor4_Chr19  20862554  20890976 :  626  627  
Gor4_Chr19  20909314  20986728 :  628  629  
Gor4_Chr19  20991203  21002857 :  630  
Gor4_Chr19  21005368  21010338 :  631  
Gor4_Chr19  21025028  21026474 :  632  
Gor4_Chr19  21028055  21053142 :  633  
Gor4_Chr19  21053971  21062715 :  634  
Gor4_Chr19  21081757  21109837 :  635  
Gor4_Chr19  21131839  21136188 :  636  
Gor4_Chr19  21138309  21232920 :  637  638  639  
Gor4_Chr19  21238773  21247324 :  640  641  
Gor4_Chr19  21283823  21285291 :  642  
Gor4_Chr19  21285639  21287861 :  643  
Gor4_Chr19  21295451  21319885 :  644  
Gor4_Chr19  21328695  21351650 :  645  
Gor4_Chr19  21381176  21393427 :  646  
Gor4_Chr19  21396108  21398603 :  647  
Gor4_Chr19  21424453  21448289 :  648  
Gor4_Chr19  21451743  21500115 :  649  
Gor4_Chr19  21506073  21513342 :  650  
Gor4_Chr19  21517403  21526125 :  651  
Gor4_Chr19  21553659  21568358 :  652  653  
Gor4_Chr19  21571459  21572918 :  654  
Gor4_Chr19  21578372  21605130 :  655  
Gor4_Chr19  21609152  21615043 :  656  
Gor4_Chr19  21624412  21631542 :  657  
Gor4_Chr19  21632280  21644523 :  658  
Gor4_Chr19  21645165  21647930 :  659  
Gor4_Chr19  21649909  21663803 :  660  
Gor4_Chr19  21682683  21690392 :  661  
Gor4_Chr19  21716130  21719978 :  662  
Gor4_Chr19  21737976  21788099 :  663  
Gor4_Chr19  21789354  21805194 :  664  
Gor4_Chr19  21805570  21820663 :  665  
Gor4_Chr19  21823521  21838232 :  666  
Gor4_Chr19  21856970  21859193 :  667  
Gor4_Chr19  21898859  21907771 :  668  
Gor4_Chr19  21907781  21929772 :  669  
Gor4_Chr19  21966345  21985453 :  670  
Gor4_Chr19  21985463  22009923 :  671  
Gor4_Chr19  22031290  22035613 :  672  
Gor4_Chr19  22040429  22042466 :  673  
Gor4_Chr19  22048975  22052915 :  674  
Gor4_Chr19  22092714  22097843 :  676  
Gor4_Chr19  22114866  22121681 :  677  
Gor4_Chr19  22125299  22126417 :  -981  
Gor4_Chr19  22128831  22133646 :  -984  
Gor4_Chr19  22150611  22166757 :  678  
Gor4_Chr19  22180115  22182901 :  -936  
Gor4_Chr19  22222760  22261961 :  679  
Gor4_Chr19  22266906  22271262 :  680  
Gor4_Chr19  22277833  22291243 :  681  682  
Gor4_Chr19  22299247  22328250 :  683  
Gor4_Chr19  22329218  22332492 :  684  
Gor4_Chr19  22333916  22347342 :  675  685  
Gor4_Chr19  22389768  22392160 :  686  
Gor4_Chr19  22416734  22418123 :  687  
Gor4_Chr19  22480224  22486870 :  688  689  
Gor4_Chr19  22495119  22502074 :  690  
Gor4_Chr19  22522502  22583229 :  691  
Gor4_Chr19  22588297  22597515 :  692  
Gor4_Chr19  22621187  22631775 :  693  
Gor4_Chr19  22634125  22638001 :  694  
Gor4_Chr19  22642326  22722724 :  695  
Gor4_Chr19  22771342  22777361 :  696  
Gor4_Chr19  22777739  22787206 :  697  
Gor4_Chr19  22795142  22812806 :  698  
Gor4_Chr19  22840184  22843874 :  699  
Gor4_Chr19  22849225  22852444 :  700  
Gor4_Chr19  22853682  22859200 :  701  
Gor4_Chr19  22910216  22925402 :  702  
Gor4_Chr19  22932235  22958794 :  703  
Gor4_Chr19  22963186  22969655 :  704  
Gor4_Chr19  22973572  23004863 :  705  
Gor4_Chr19  23006032  23060968 :  706  
Gor4_Chr19  23065304  23098381 :  707  
Gor4_Chr19  23114365  23139516 :  708  
Gor4_Chr19  23151117  23179015 :  709  
Gor4_Chr19  23237903  23257939 :  710  
Gor4_Chr19  23261698  23300631 :  711  
Gor4_Chr19  23309095  23325165 :  712  
Gor4_Chr19  23352531  23368813 :  713  
Gor4_Chr19  23380363  23426192 :  714  
Gor4_Chr19  23426475  23438559 :  715  
Gor4_Chr19  23443580  23449775 :  716  
Gor4_Chr19  23479639  23481404 :  717  
Gor4_Chr19  23482282  23507655 :  718  719  
Gor4_Chr19  23509049  23515000 :  720  
Gor4_Chr19  23527928  23540546 :  721  
Gor4_Chr19  23544788  23570474 :  722  
Gor4_Chr19  23570484  23591213 :  723  
Gor4_Chr19  23591766  23638008 :  724  725  
Gor4_Chr19  23643479  23647341 :  726  
Gor4_Chr19  23678832  23775899 :  727  728  
Gor4_Chr19  23784632  23819459 :  729  
Gor4_Chr19  23825077  23847925 :  730  
Gor4_Chr19  23849061  23873588 :  731  
Gor4_Chr19  27285575  27330095 :  732  734  733  
Gor4_Chr19  27330412  27362495 :  735  
Gor4_Chr19  27363283  27367692 :  736  
Gor4_Chr19  27427607  27462338 :  737  
Gor4_Chr19  27462899  27481805 :  738  
Gor4_Chr19  27490366  27547393 :  739  
Gor4_Chr19  27550756  27572186 :  740  
Gor4_Chr19  27573284  27583497 :  741  
Gor4_Chr19  27583845  27605895 :  742  
Gor4_Chr19  27609515  27641808 :  743  
Gor4_Chr19  27642048  27674882 :  744  745  
Gor4_Chr19  27676588  27704736 :  746  
Gor4_Chr19  27705665  27755200 :  747  
Gor4_Chr19  27765484  27811152 :  748  
Gor4_Chr19  27811162  27869908 :  749  
Gor4_Chr19  27869921  27916312 :  750  
Gor4_Chr19  27917652  27952926 :  751  
Gor4_Chr19  27953284  28043176 :  752  
Gor4_Chr19  28043354  28051800 :  753  
Gor4_Chr19  28054055  28106800 :  754  755  
Gor4_Chr19  28107403  28113838 :  756  
Gor4_Chr19  28113944  28123352 :  757  
Gor4_Chr19  28147205  28181243 :  758  
Gor4_Chr19  28185053  28214136 :  759  
Gor4_Chr19  28224647  28231885 :  760  
Gor4_Chr19  28232031  28324702 :  761  762  
Gor4_Chr19  28324802  28391307 :  762  763  
Gor4_Chr19  28392142  28416838 :  764  
Gor4_Chr19  28417938  28443455 :  765  
Gor4_Chr19  28443908  28513736 :  766  
Gor4_Chr19  28514380  28523985 :  767  
Gor4_Chr19  28523995  28583665 :  768  769  
Gor4_Chr19  28583765  28594381 :  770  
Gor4_Chr19  28594484  28610569 :  771  
Gor4_Chr19  28621914  28735033 :  772  773  774  
Gor4_Chr19  28735262  28823687 :  775  
Gor4_Chr19  28902823  28930531 :  776  
Gor4_Chr19  28931610  28933127 :  777  
Gor4_Chr19  28949235  29066561 :  778  779  
Gor4_Chr19  29068776  29092971 :  780  
Gor4_Chr19  29097093  29117200 :  781  
Gor4_Chr19  29119561  29140145 :  782  
Gor4_Chr19  29140245  29159957 :  783  
Gor4_Chr19  29162878  29164638 :  784  
Gor4_Chr19  29164650  29178606 :  785  
Gor4_Chr19  29193363  29197069 :  786  
Gor4_Chr19  29197636  29219556 :  787  
Gor4_Chr19  29230851  29256292 :  788  
Gor4_Chr19  29262083  29280545 :  789  
Gor4_Chr19  29312448  29329935 :  790  
Gor4_Chr19  29331775  29373992 :  791  
Gor4_Chr19  29376177  29380847 :  792  
Gor4_Chr19  29381413  29578995 :  793  794  
Gor4_Chr19  29582007  29613547 :  795  
Gor4_Chr19  29614906  29666801 :  796  797  798  
Gor4_Chr19  29667598  29728789 :  798  799  
Gor4_Chr19  29728798  29787890 :  800  
Gor4_Chr19  29788225  29803345 :  801  
Gor4_Chr19  29803383  29857177 :  802  
Gor4_Chr19  29858389  29945755 :  803  
Gor4_Chr19  29946103  30033473 :  804  
Gor4_Chr19  30033680  30068807 :  805  
Gor4_Chr19  30069317  30109566 :  806  
Gor4_Chr19  30112803  30156076 :  807  
Gor4_Chr19  30159446  30225749 :  808  
Gor4_Chr19  30226514  30280870 :  809  
Gor4_Chr19  30281270  30296676 :  810  
Gor4_Chr19  30298882  30317832 :  811  812  
Gor4_Chr19  30317843  30345409 :  812  813  
Gor4_Chr19  30346019  30387837 :  814  
Gor4_Chr19  30388637  30572906 :  815  816  
Gor4_Chr19  30574820  30577738 :  817  
Gor4_Chr19  30579122  30583178 :  818  
Gor4_Chr19  30584504  30744668 :  819  
Gor4_Chr19  30745776  31206718 :  820  821  822  823  824  
Gor4_Chr19  31207225  31229441 :  825  
Gor4_Chr19  31230042  31324224 :  826  
Gor4_Chr19  31324712  31455823 :  827  828  
Gor4_Chr19  31458952  31519376 :  829  830  
Gor4_Chr19  31520952  31525884 :  831  
Gor4_Chr19  31526201  31541653 :  832  
Gor4_Chr19  31542771  31562687 :  833  
Gor4_Chr19  31565645  31602714 :  834  835  
Gor4_Chr19  31609476  31651405 :  836  
Gor4_Chr19  31652733  31656634 :  837  
Gor4_Chr19  31659309  31663127 :  838  
Gor4_Chr19  31667840  31671682 :  839  
Gor4_Chr19  31681968  31695037 :  840  
Gor4_Chr19  31695659  31800249 :  841  842  
Gor4_Chr19  31804497  31809904 :  843  
Gor4_Chr19  31820836  31888934 :  844  
Gor4_Chr19  31906666  31947223 :  845  
Gor4_Chr19  31947617  31957245 :  846  
Gor4_Chr19  31957346  31973067 :  847  
Gor4_Chr19  31974576  31979602 :  848  
Gor4_Chr19  31983760  31993953 :  849  
Gor4_Chr19  31997863  32013615 :  850  
Gor4_Chr19  32014919  32046598 :  851  
Gor4_Chr19  32073384  32082427 :  852  
Gor4_Chr19  32113210  32128554 :  853  
Gor4_Chr19  32129170  32137927 :  854  
Gor4_Chr19  32155818  32214401 :  855  
Gor4_Chr19  32224072  32261578 :  856  
Gor4_Chr19  32296593  32298788 :  857  
Gor4_Chr19  32299230  32329001 :  858  
Gor4_Chr19  32331212  32355583 :  859  
Gor4_Chr19  32361622  32387713 :  860  
Gor4_Chr19  32388001  32395509 :  861  
Gor4_Chr19  32409928  32418079 :  862  
Gor4_Chr19  32429793  32438129 :  863  
Gor4_Chr19  32439449  32440955 :  864  
Gor4_Chr19  32442324  32447882 :  865  
Gor4_Chr19  32467940  32481439 :  866  
Gor4_Chr19  32510497  32516115 :  867  
Gor4_Chr19  32522302  32540839 :  868  
Gor4_Chr19  32541301  32544109 :  869  
Gor4_Chr19  32573758  32630886 :  870  
Gor4_Chr19  32632549  32740193 :  871  872  
Gor4_Chr19  32752124  32898403 :  873  
Gor4_Chr19  32898918  32978913 :  874  
Gor4_Chr19  32980022  33115269 :  875  
Gor4_Chr19  33117832  33156202 :  876  
Gor4_Chr19  33157377  33186721 :  877  
Gor4_Chr19  33187144  33225442 :  878  879  
Gor4_Chr19  33230706  33243841 :  880  
Gor4_Chr19  33244133  33329758 :  881  
Gor4_Chr19  33352178  33458957 :  882  
Gor4_Chr19  33459631  33498450 :  883  
Gor4_Chr19  33498962  33504756 :  884  
Gor4_Chr19  33506349  33619914 :  885  886  887  
Gor4_Chr19  33620119  33632325 :  888  
Gor4_Chr19  33635552  33683422 :  889  
Gor4_Chr19  33711437  33787985 :  890  891  
Gor4_Chr19  33790258  33851209 :  892  
Gor4_Chr19  33932356  33936553 :  893  
Gor4_Chr19  33937863  33951136 :  894  
Gor4_Chr19  33967367  34009486 :  895  
Gor4_Chr19  34016660  34023858 :  896  897  
Gor4_Chr19  34023868  34097903 :  897  898  
Gor4_Chr19  34113446  34145404 :  899  
Gor4_Chr19  34146206  34187619 :  900  
Gor4_Chr19  34191639  34264945 :  901  
Gor4_Chr19  34265662  34284602 :  902  
Gor4_Chr19  34286087  34350282 :  903  
Gor4_Chr19  34360963  34364997 :  904  
Gor4_Chr19  34365010  34412198 :  905  
Gor4_Chr19  34420388  34442473 :  906  
Gor4_Chr19  34448337  34481862 :  907  
Gor4_Chr19  34487197  34491424 :  908  
Gor4_Chr19  34492943  34552869 :  909  
Gor4_Chr19  34553913  34566440 :  910  
Gor4_Chr19  34575178  34639475 :  911  912  
Gor4_Chr19  34639826  34641471 :  913  
Gor4_Chr19  34641698  34711515 :  914  
Gor4_Chr19  34717297  34726282 :  915  
Gor4_Chr19  34733308  34756661 :  916  
Gor4_Chr19  34762746  34779735 :  917  
Gor4_Chr19  34780905  35091558 :  918  919  920  920  921  
Gor4_Chr19  35093881  35097668 :  922  
Gor4_Chr19  35099579  35158747 :  923  924  
Gor4_Chr19  35191514  35222040 :  925  
Gor4_Chr19  35222338  35267149 :  926  
Gor4_Chr19  35267741  35279496 :  927  
Gor4_Chr19  35344149  35420480 :  928  
Gor4_Chr19  35438493  35461310 :  929  -688  930  
Gor4_Chr19  35462156  35559530 :  931  
Gor4_Chr19  35559733  35584918 :  932  933  
Gor4_Chr19  35591355  35667092 :  934  
Gor4_Chr19  35758285  35774101 :  935  936  937  
Gor4_Chr19  35802008  35806823 :  938  -638  
Gor4_Chr19  35809237  35877902 :  939  940  941  
Gor4_Chr19  35908763  35928153 :  942  
Gor4_Chr19  35928963  35980550 :  943  
Gor4_Chr19  35981234  35986163 :  944  
Gor4_Chr19  36002871  36059853 :  945  
Gor4_Chr19  36060256  36154011 :  946  947  948  
Gor4_Chr19  36167983  36188434 :  949  
Gor4_Chr19  36198555  36246232 :  950  
Gor4_Chr19  36247592  36257679 :  951  
Gor4_Chr19  36287003  36292733 :  953  952  
Gor4_Chr19  36294927  36296905 :  954  
Gor4_Chr19  36299138  36343458 :  955  
Gor4_Chr19  36352660  36357801 :  956  
Gor4_Chr19  36362906  36395875 :  957  
Gor4_Chr19  36398004  36403740 :  958  
Gor4_Chr19  36404634  36414807 :  959  
Gor4_Chr19  36462204  36515819 :  960  
Gor4_Chr19  36517058  36534461 :  961  962  
Gor4_Chr19  36536173  36573172 :  963  
Gor4_Chr19  36573360  36576277 :  964  
Gor4_Chr19  36576287  36583435 :  965  
Gor4_Chr19  36585056  36588117 :  966  
Gor4_Chr19  36603872  36620996 :  967  
Gor4_Chr19  36622529  36635034 :  968  
Gor4_Chr19  36636948  36642709 :  969  -643  
Gor4_Chr19  36648540  36668974 :  970  971  972  973  
Gor4_Chr19  36669687  36673438 :  972  973  -641  974  
Gor4_Chr19  36697179  36705305 :  975  
Gor4_Chr19  36706657  36716351 :  976  
Gor4_Chr19  36718248  36726829 :  977  
Gor4_Chr19  36734032  36741509 :  978  
Gor4_Chr19  36742807  36749056 :  979  
Gor4_Chr19  36749611  36755985 :  980  981  982  983  
Gor4_Chr19  36755995  36759153 :  984  
Gor4_Chr19  36759163  36760179 :  985  
Gor4_Chr19  36796288  36821909 :  985  985  985  985  986  
Gor4_Chr19  36829753  36838090 :  987  
Gor4_Chr19  36845400  36849125 :  988  
Gor4_Chr19  36849780  36872488 :  989  
Gor4_Chr19  36892802  36915478 :  990  
Gor4_Chr19  36915488  36922523 :  991  
Gor4_Chr19  36927972  36949085 :  992  
Gor4_Chr19  36949694  36985209 :  993  
Gor4_Chr19  36986531  36997031 :  994  
Gor4_Chr19  36998955  37024883 :  995  
Gor4_Chr19  37108422  37148777 :  996  997  
Gor4_Chr19  37152128  37188132 :  998  
Gor4_Chr19  37194157  37262463 :  999  1000  
Gor4_Chr19  37262566  37271330 :  1001  
Gor4_Chr19  37271340  37328847 :  1002  1003  
Gor4_Chr19  37331889  37344956 :  1004  
Gor4_Chr19  37358241  37392844 :  1005  1006  
Gor4_Chr19  37452447  37457033 :  1007  
Gor4_Chr19  37458623  37550405 :  1008  1009  
Gor4_Chr19  37552397  37566488 :  1010  1011  
Gor4_Chr19  37567419  37626958 :  1012  
Gor4_Chr19  37627397  37639300 :  1013  1014  
Gor4_Chr19  37639650  37721280 :  1015  1016  
Gor4_Chr19  37770761  37773715 :  1017  
Gor4_Chr19  37818110  37833256 :  1018  
Gor4_Chr19  37834938  37897509 :  1019  1020  
Gor4_Chr19  37898709  38002184 :  1021  1022  
Gor4_Chr19  38002361  38049007 :  1023  
Gor4_Chr19  38112431  38117771 :  1024  
Gor4_Chr19  38117781  38129719 :  1025  
Gor4_Chr19  38173787  38176163 :  1026  1027  
Gor4_Chr19  38176173  38177828 :  1027  
Gor4_Chr19  38178686  38182223 :  1028  
Gor4_Chr19  38182439  38184306 :  1029  
Gor4_Chr19  38185139  38246871 :  1030  
Gor4_Chr19  38256733  38267004 :  1031  
Gor4_Chr19  38316344  38323682 :  -575  
Gor4_Chr19  38390435  38484560 :  1032  1033  
Gor4_Chr19  38486779  38500855 :  1034  
Gor4_Chr19  38557666  38560678 :  1035  
Gor4_Chr19  38561401  38625792 :  1036  1037  
Gor4_Chr19  38626550  38763303 :  1038  1039  
Gor4_Chr19  38770207  38788888 :  1040  
Gor4_Chr19  38790160  38791887 :  -560  
Gor4_Chr19  38792376  38813388 :  1041  
Gor4_Chr19  38815370  38843914 :  1042  
Gor4_Chr19  38866635  38888391 :  1043  
Gor4_Chr19  38897575  38903384 :  1044  
Gor4_Chr19  38908811  39039813 :  1045  
Gor4_Chr19  39048115  39072734 :  1046  -543  
Gor4_Chr19  39073129  39149528 :  1047  
Gor4_Chr19  39181765  39191610 :  1048  
Gor4_Chr19  39194338  39211041 :  1049  
Gor4_Chr19  39225154  39248181 :  1050  
Gor4_Chr19  39255093  39272778 :  1051  
Gor4_Chr19  39273720  39307343 :  1052  -537  1053  
Gor4_Chr19  39307775  39374701 :  1054  
Gor4_Chr19  39388340  39399842 :  1058  1055  1059  
Gor4_Chr19  39401642  39404915 :  1055  
Gor4_Chr19  39411606  39416369 :  1056  1057  
Gor4_Chr19  39429271  39482372 :  1057  1060  1061  
Gor4_Chr19  39487147  39500495 :  1062  
Gor4_Chr19  39501376  39527949 :  1063  
Gor4_Chr19  39531074  39566566 :  1064  
Gor4_Chr19  39566576  39633720 :  1065  
Gor4_Chr19  39639752  39641120 :  1066  
Gor4_Chr19  39644487  39659656 :  1067  
Gor4_Chr19  39662698  39668293 :  1068  
Gor4_Chr19  39669013  39688266 :  1069  
Gor4_Chr19  39711922  39786882 :  1070  
Gor4_Chr19  39789033  39818437 :  1071  
Gor4_Chr19  39906344  39933084 :  1072  -515  
Gor4_Chr19  39933611  39966897 :  1073  
Gor4_Chr19  40081517  40090347 :  1074  1075  1076  
